Company,Headline,Time,Link,Scraped_At,Announcement_Datetime,pdf_link,Annoucement_Description,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
Mason,Updates,0m ago,https://www.screener.in/company/MASON/,2025-05-18T10:05:58.687079,2025-05-18 10:05:58.687079,https://nsearchives.nseindia.com/corporate/MASON_17052025225418_Mason_announcement.pdf,limited cin no. l43900mh2023plc401571 103 imperia mahavir millenium vasant vihar pokhran road no. 2 thane west 400610. date to the national stock exchange of india ltd. exchange plaza c1 blockg bandra kurla complex bandra east mumbai 400 051 symbol mason isin ine0sh001010 sub announcement regarding strategic investment in megastone projects pvt ltd dear sirmadam pursuant to regulations 30 of the sebi listing obligations and disclosure requirements regulations 2015 please find the announcement regarding strategic investment in megastone projects pvt ltd undertaken by mason infratech limited. additionally the above announcement is also being made available on the website of the company. we request you to take the above information on your records. yours faithfully for mason infratech limited asit surendra thakkar dattani chairman and managing director din 01382453 asit surendra dattani thakkar digitally signed by asit surendra dattani thakkar date 2025.05.17 224212 0530 limited cin no. l43900mh2023plc401571 103 imperia mahavir millenium vasant vihar pokhran road no. 2 thane west 400610. announcement mason infratech limited announces strategic investment in megastone projects pvt ltd mason infratech limited is pleased to inform its strategic investment of 50% equity stake in megastone projects pvt ltd this represents masons next leg of growth as a developer from a contractor marking a significant milestone and furthering our commitment to growth in the infrastructure and real estate development sectors. megastone projects pvt. ltd. has entered into a memorandum of understanding to purchase land from cityscape construction co. which is currently undertaking a prestigious construction and development of a residential,0.4588,0.046651785714285715,0.28291356563568115,0.2823896054049901,Positive
Clara Industries,Board Meeting Intimation for Approval Of Audited Financial Results For The Half Year And Year Ended 31St March 2025,0m ago,https://www.screener.in/company/543435/,2025-05-18T10:06:00.332545,2025-05-18 10:06:00.332545,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e6a4d8ff-57a9-4e34-8953-eed29e5935cd.pdf,may 17 2025 to the manager department of corporate services bse limited phiroze jeejeebhoy towers dalal street mumbai 400 001 scrip code 543435 sub. prior intimation of the meeting of the board of directors of clara industries limited the company ref. 1. regulation 29 of the securities and exchange board of india listing obligations and disclosure requirements regulations 2015 2. isin ine0jjs01014 dear sir madam pursuant to regulation 29 of the sebi listing obligations and disclosure requirements regulations 2015 listing regulations we hereby inform that a meeting of the board of directors of the company will be held on wednesday may 21 2025 to consider and approve the audited financial results of the company for half year and year ended march 312025. kindly take the same on record. thanking you yours faithfully for clara industries limited parry kukreja managing director din 06649401 parry kukreja digitally signed by parry kukreja date 2025.05.17 224434 0530,0.7269,0.021904761904761903,0.0792320966720581,0.321101057573046,Positive
Covidh Technolog,Announcement under Regulation 30 (LODR)-Change in Corporate Office Address,0m ago,https://www.screener.in/company/534920/,2025-05-18T10:06:02.107616,2025-05-18 10:06:02.107616,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d35618f1-c5f8-4172-b2ed-527f17d8c142.pdf,date to department of corporate serviceslisting bse limited phiroze jeejeebhoy towers dalal street floor 25 m samachar marg fort mumbai 400001 scrip code 534920 symbol covidh dear sirmadam sub intimation under regulation 30 of the securities and exchange board of india listing obligations and disclosure requirements regulations 2015 establishment of corporate office. in accordance with regulation 30 of the securities and exchange board of india listing obligations and disclosure requirements regulations 2015 we wish to inform you that the board of directors at its meeting held on may 17 2025 has approved the establishment of a corporate office at office no. 4 kumar prestige point 238 shukrawar peth pune maharashtra 411002 where the books of account will be maintained. furthermore we had previously intimated the stock exchange pursuant to the board meeting held on october 24 2024 regarding the proposed establishment of a corporate office at office no. 202 cts no. 11087 f.p. no. 4877 7 busi pune city pune m corp. maharashtra 411005. however since we were unable to establish the office at that location please consider the address mentioned above as the updated and operative corporate office address. we request you to kindly take the same on your record and acknowledge. thanking you yours faithfully for and on behalf of board of directors covidh technologies limited jayshree suresh jain managing director din 10017258 plot 797a road 19 tel 91 40 6464 3093 cin l72200tg1993plc015306 b2sai krishna bulding tele fax 91 40 4026 6738 jubilee hills email hyderabad 500 033. website telangana india. jayshree babulal jain digitally signed by jayshree babulal jain date 2025.05.17 171524 0530,0.8481,-0.016117216117216122,-0.002995498478412628,0.33350618562131135,Positive
Dodla Dairy,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,0m ago,https://www.screener.in/company/DODLA/consolidated/,2025-05-18T10:06:03.774467,2025-05-18 10:06:03.774467,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ac1d0fd1-4bf9-4b57-a6a4-e6424a7aaeeb.pdf,desco infratech limited an iso 90012015 co. formerly desco infratech pvt ltd cin no. u45201g32011plco63710 to the manager listing department bse limited p.j. towers dalal street fort mumbai 400001 maharashtra india. scrip idcode desco544387 sub schedule of post results earnings call with investorsanalysts. ref intimation under regulation 30 and other applicable regulations of sebi listing obligation disclosure requirements regulations 2015 dear sirmadam pursuant to regulation 30 of the sebi listing obligations and disclosure requirements regulations 2015 we wish to inform you that we have scheduled a conference call with analystsinvestors on wednesday may 21 2025 at 1200 pm to discuss the audited financial results for the half year and year ended march 31 2025. conference call details attached herewith during the meeting the company representatives will discuss publicly available information and will not share any unpublished pricesensitive information. this intimation is being made available on the companys website at kindly take the aforementioned submission on your records. thank you yours faithfully for desco infratech limited formerly known as desco infratech private limited muskan khandal company secretary compliance officer 91 261 4501819 reg. office a703 swastik universal beside valentine multiplex dumas road surat 395007. muskan omprakash khandal digitally signed by muskan omprakash khandal date 2025.05.18 002333 0530,0.6264,0.05141369047619048,0.14928151667118073,0.31076856214421134,Positive
Oriental Trimex,Board Meeting Intimation for Approval Of Financial Results,0m ago,https://www.screener.in/company/ORIENTALTL/,2025-05-18T10:06:05.407015,2025-05-18 10:06:05.407015,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=43149a9a-aa5d-4178-82fb-86abcf0b368f.pdf,de dal trimex limited a nsrs an 90012000 certified company registered c te office 2625 bazar marg nsen 90013 2000 o0 s ia rajender nagar new delhi 110060 rvqan 1s0 9001 2000 cin l74899dl1996plc078339 may17 2025 to to bse limited national stock exchange of india limited phiroze jeejeebhoy towers dalal exchange plaza c1 block g bandra kurla complex street mumbai maharashtra 400001 bandra e mumbai maharashtra 400051 ref intimation for board meeting under regulation 29 of the sebi listing obligation disclosure requirement regulations 2015. dear sirmadam this is to inform that in pursuance to regulation 29 of sebi listing obligation and disclosure requirements regulations 2015 a meeting of the board of directors of the company proposed to be held on friday may 23 2025 interalia to consider and approve the standalone audited financial results of the company for the financial year ended march 31 2025. further in accordance with code of conduct for prevention of insider trading framed by the company and pursuant to the sebi prohibition of insider trading regulations 2015. the trading window was closed for trading in companys equity shares for designated persons from april 2025 and will end 48 hours after financial results are submitted to the stock exchanges on may 2025. request you to kindly take this letter on record. thanking you. yours truly for oriental trimex limited rajesh kumar punia managing director din 00010289 rajesh kumar punia digitally signed by rajesh kumar punia date 2025.05.17 220640 0530,0.34,0.0038961038961038996,-0.0017264708876609802,0.1366508899025329,Positive
Novartis India,Announcement under Regulation 30 (LODR)-Newspaper Publication,0m ago,https://www.screener.in/company/NOVARTIND/,2025-05-18T10:06:07.135167,2025-05-18 10:06:07.135167,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=414c441f-317b-46ce-9120-281a87ccab4c.pdf,ref ntl2025260119lsd date may 18 2025 to the listing compliance department ms. bse limited phiroze jeejeebhoy towers dalal street mumbai 400001 scrip code 532887 the listing compliance department ms. national stock exchange of india limited exchange plaza floor plot no. c1 g block bandra kurla complex bandra e mumbai 400 051 scrip symbol ntl dear sirmadam sub newspaper advertisement for publication of audited financial results for the quarter and year ended march 31 2025. please find enclosed copies of the newspaper advertisement published by the company in the newspapers i.e. financial express english and nava telangana regional on sunday may 2025 regarding publication of audited financial results standalone and consolidated of the company for quarter and year ended march 31 2025. kindly take the intimation on record. thanking you yours sincerely for neueon towers limited subrat sahoo company secretary gmlegal encl aa,0.34,0.05857142857142857,0.15622547268867493,0.20043907037803105,Positive
Mangalam Drugs,"Board Meeting Outcome for Outcome Of Board Meeting Held On 17Th May, 2025 At 5:00 P.M. To Approve Audited Financial Results Of The Company For The Quarter And Year Ended 31St March 2025",0m ago,https://www.screener.in/company/MANGALAM/consolidated/,2025-05-18T10:06:08.985933,2025-05-18 10:06:08.985933,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0260648-1a84-4a41-ab6e-567680b2869e.pdf,mangoam drugs and organics limited .i ..___ regd. office rupam building floor 239 p. dmello road near g. p. 0. mumbai ool. wiiogmp 912262616200 6300 8787. 912262619090 cin l24230mh1972plcll64l3 accredited ref mdolcsse2025 26006 to listing department bse ltd floor new trade wing phiroze jeejeebhoy towers dalal street fort mumbai 400 001. scrip code 532637 may 17 2025 listing department national stock exchange of india limited exchange plaza floor plot no. g1 block g sandra kurla complex bandrae mumbai 400 051 symbol mangalam sub outcome of the board meetini held on saturday may 17 2025 ref reulation 30 read with schedule iii of the sebi listini obliations and disclosure reguirements reiulations 2015 sebi lodr reiulations read with sebi circular cir cfd cmd 4 2015 dated september 09 2015 dear sir madam with respect to the captioned subject and mentioned reference we are pleased to inform that the board of directors of the company in their meeting held today i.e. saturday may 17 2025 has interalia transacted considered and approved the following business the audited financial results standalone and consolidated along with the audit report of the company in respect of the both for the quarter and financial year ended march 31 2025 pursuant to regulation 33 of the sebi lodr regulations. a copy of the said results notes thereto and auditors report is annexed hereto and marked as annexure i. appointment secretarial auditor of the company for financial year 202324. brief profile is attached herewith as annexure 11 pursuant to regulation 333d of the listing regulations we hereby declare that in respect of the audited financial results standalone and consolidated for the quarter and financial year ended march 31 2025 the statutory auditors have not expressed any,0.9022,0.015122655122655124,0.1247619092464447,0.40284536931073,Positive
Olympic Cards,Disclosures By Listed Entities Of Defaults On Payment Of Interest/ Repayment Of Principal Amount For Loans Including Revolving Facilities Like Cash Credit From Banks / Financial Institutions,0m ago,https://www.screener.in/company/534190/,2025-05-18T10:06:11.595044,2025-05-18 10:06:11.595044,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d12a08af-4dae-498b-8295-45cdb194c789.pdf,ee since ae doc n symbo i ix we website gst no. 33aaaco3651l1zh olympic cards ltd 2... io a home for wedding cards of regd. office 195 n.s.c. bose road chennai 600 001. service... ss email cin no. l65993tn1992plc022521 mfrs. of wedding cards wedding bags greeting cards business cards office envelopes letter heads office stationery note books diaries calendars disposable cups paper napkins plates gift articles screen offset printing materials and etc. online filing script code 534190 oclbse20252610 to the bombay stock exchange limited 25floor p.j.tower dalal street fort mumbai dear sirs 400 001. may 17 2025 sub disclosure by listed entities of defaults on payment of interest repayment of principal amount on loans from banks. c . list of disclosures c1.the details at the first instance of default. a. for loans including revolving facilities like cash credit from banks and financial institutions sr. no. type of disclosure details 1 name of the listed entity olymic cards limited script code534190 2 date of making the disclosure 3 nature of obligation term loan 4 name of the lender s hdfc bank ltd 5 date of default current default amount break up of principal and interest in principalrs. 0.1120 cr 6 inr crore interest rs. 0.0397 cr total 0.1517 cr rs.1517273 7 details of the obligation total principal amount in inr crore rs.15.5 cr 120 months secured tenure interest rate secured unsecured etc. interest rate 10.75 % hdfc bank ltd. total outstanding rs.4.54 cr . 8 total snicon of outstanding borrowings from banks financial rs. 12.60 cr institutions in inr crore 9 total financial indebtedness of the listed entity including short rs.26..61 cr_ as on term and lon,0.9828,0.07380952380952381,-0.12917262315750122,0.3765110701956068,Positive
K E C Intl.,Announcement under Regulation 30 (LODR)-Press Release / Media Release,0m ago,https://www.screener.in/company/KEC/consolidated/,2025-05-18T10:06:13.447978,2025-05-18 10:06:13.447978,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=524f2431-2093-477e-8947-d6531c5ea48a.pdf,desco infratech limited an iso 90012015 co. formerly desco infratech pvt ltd cin no. u45201gj2011plc063710 to the manager listing department bse limited p.j. towers dalal street fort mumbai 400001 maharashtra india. scrip idcode desco544387 sub revised press release audited financial results of the company for the half year and year ended march 2025. dear sirmadam pursuant to regulation 30 of the sebi listing obligations and disclosure requirements regulations 2015 we wish to inform you that the company has announced the audited financial results for the half year and year ended march 2025. the revised press release with reference to the same is enclosed herewith. kindly take the aforementioned submission on your records. thank you yours faithfully for desco infratech limited formerly known as desco infratech private limited muskan khandal company secretary compliance officer 91 261 4501819 reg. office a703 swastik universal beside valentine multiplex dumas road surat 395007. muskan omprakash khandal digitally signed by muskan omprakash khandal date 2025.05.18 020744 0530 desco infratech limited press release year ended 31 march 25 surat 18 may 2025 desco infratech limited pat growth of 173% yoy in fy25 ebitda growth of 148% yoy to 13.35 cr revenue from operations up by 102% yoy to 359.45 cr net worth up by 386% yoy to x58.88 cr order book 3270 crores as on date particulars x in crores fy25 fy24 yoy revenue from operations % 59.45 x29.39 102% ebitda x13.35 x539 148% ebitda margin % 22% 18% 1 profit after tax 9.06 2332 173% pat margin % 15.24% 11.30% 1 net worth %58.88 1211 386% the company reported a substantial increase in revenue in fy 202425 achieving a yoy growth of 102%. this strong performance was led by efficient project execution across city gas distributi,0.9763,0.037888198757763975,0.47569310665130615,0.5445943916227209,Very Positive
Neogen Chemicals,Outcome Of Board Meeting,0m ago,https://www.screener.in/company/NEOGEN/consolidated/,2025-05-18T10:06:15.214050,2025-05-18 10:06:15.214050,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0260648-1a84-4a41-ab6e-567680b2869e.pdf,mangoam drugs and organics limited .i ..___ regd. office rupam building floor 239 p. dmello road near g. p. 0. mumbai ool. wiiogmp 912262616200 6300 8787. 912262619090 cin l24230mh1972plcll64l3 accredited ref mdolcsse2025 26006 to listing department bse ltd floor new trade wing phiroze jeejeebhoy towers dalal street fort mumbai 400 001. scrip code 532637 may 17 2025 listing department national stock exchange of india limited exchange plaza floor plot no. g1 block g sandra kurla complex bandrae mumbai 400 051 symbol mangalam sub outcome of the board meetini held on saturday may 17 2025 ref reulation 30 read with schedule iii of the sebi listini obliations and disclosure reguirements reiulations 2015 sebi lodr reiulations read with sebi circular cir cfd cmd 4 2015 dated september 09 2015 dear sir madam with respect to the captioned subject and mentioned reference we are pleased to inform that the board of directors of the company in their meeting held today i.e. saturday may 17 2025 has interalia transacted considered and approved the following business the audited financial results standalone and consolidated along with the audit report of the company in respect of the both for the quarter and financial year ended march 31 2025 pursuant to regulation 33 of the sebi lodr regulations. a copy of the said results notes thereto and auditors report is annexed hereto and marked as annexure i. appointment secretarial auditor of the company for financial year 202324. brief profile is attached herewith as annexure 11 pursuant to regulation 333d of the listing regulations we hereby declare that in respect of the audited financial results standalone and consolidated for the quarter and financial year ended march 31 2025 the statutory auditors have not expressed any,0.9022,0.015122655122655124,0.1247619092464447,0.40284536931073,Positive
Neogen Chemicals,Financial Results For Q4 And FY 2024-25,0m ago,https://www.screener.in/company/NEOGEN/consolidated/,2025-05-18T10:06:17.896802,2025-05-18 10:06:17.896802,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1ca0ae6c-c4eb-47be-a09f-ed24fc0c5fbc.pdf,.. neogen chemicals ltd. 7 registered office 1002 dev corpora cadbury junction e t 91 22 2549 7300 eastern express highway thane w 400 601 india. w f 91 22 2549 7399 cin no. l24200mh1989plc050919 may 17 2025 bse limited department of corporate services floor 25 phiroze jeejeebhoy towers dalal street mumbai 400 001 scrip code no 542665 national stock exchange of india limited listing department exchange plaza bandra kurla complex bandra east mumbai 400 051 company symbol neogen sub outcome of board meeting held on saturday may 17 2025. ref. regulation 30 read with schedule iii of the sebi listing obligations and disclosure requirements regulations 2015 listing regulations. dear sirmadam with reference to the captioned subject and pursuant to regulation 33 and regulation 30 read with schedule iii of the listing regulations we wish to inform you that the board of directors of neogen chemicals limited the company had at its meeting held today i.e. saturday may 17 2025 at 1.46 p.m. and concluded at 920 p.m. inter alia considered and approved the following 1. approved the audited financial results standalone and consolidated of the company along with the audit reports for the quarter and financial year ended march 31 2025 pursuant to regulation 33 of the listing regulations which has been duly reviewed and recommended by the audit committee and the same is enclosed as annexure i. further as required in terms of regulation 333d of the listing regulations we hereby confirm and declare that the statutory auditors of the company ms. chandabhoy jassoobhoy chartered accountants frn have issued audit report with unmodified opinion on the audited financial results standalone and consolidated of the company for the quarter and financial year ended march 31 2025 and a declaration to this effect is,0.5574,-0.052380952380952375,0.005044575780630112,0.20875908701990334,Positive
Uflex,Announcement under Regulation 30 (LODR)-Change in Management,0m ago,https://www.screener.in/company/UFLEX/consolidated/,2025-05-18T10:06:20.019012,2025-05-18 10:06:20.019012,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=365a972e-a708-4154-9d58-f23a5fe306ec.pdf,uflsec2025 may 17 2025 re. 1 audited financial results standalone consolidated 2 auditors report on the quarterly year to date financial results sub. outcome of the board meeting and announcements pursuant to the sebi listing obligations and disclosure requirements regulations 2015 the listing regulations dear sirs we wish to inform you that the board of directors of the company at its meeting held today has 1 approved the audited financial results standalone and consolidated of the company for the quarter and year ended march 31 2025 together with auditors reports of the statutory auditors. copies of the same are attached as annexurea. in compliance with the provisions of regulation 333d of the listing regulations we hereby declare that the statutory auditors have issued the audit reports with unmodified opinion on the audited financial results standalone and consolidated of the company for the quarter and year ended march 31 2025. 2 recommended a dividend of rs.3 per equity share of rs.10 each 30% for the financial year ended march 2025. 3 the annual general meeting of the company will be held on thursday august 2025 by video conferencing vc other audio visual means oavm and pursuant to regulation 42 of the sebi listing obligations and disclosure requirements 2015 the register of members and share transfer books of the company will remain closed from saturday august 2025 to friday august 2025 both days inclusive for the purpose of annual general meeting and payment of dividend. symbol type of security book closure record date purpose from to uflex nse 500148 bse equity shares saturday august 2025 friday august 2025 august 2025 annual general meeting payment of dividend the national sto,0.9423,-0.006249999999999996,0.025685876607894897,0.3827507629823685,Positive
Premier Energies,Announcement under Regulation 30 (LODR)-Joint Venture,19m ago,https://www.screener.in/company/PREMIERENE/consolidated/,2025-05-18T10:21:42.244273,2025-05-18 10:02:42.244273,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=55b2e606-1b16-493f-aedc-8e75aac28e63.pdf,ref pel 18202526 date may 17 2025 to to the secretary the manager bse limited listing department phiroze jeejeebhoy towers national stock exchange of india limited dalal street exchange plaza c1 g block bandrakurla mumbai 400001 complex bandra east mumbai 400 051 scrip code 544238 trading symbol premierene dear sirmadam sub intimation under regulation 30 of sebi listing obligations and disclosure requirements regulations 2015. ref joint venture agreement. in compliance with regulation 306 read with schedule iii of the sebi listing obligations and disclosure requirements regulations 2015 sebi listing regulations and in continuation to our letter dated april 03 2025 ref. no pel 01202526 we hereby inform you that as part of growth strategy of premier energies limited pelthe company and in order to expand its business the company has approved and entered into a joint venture agreement jv agreement with nuevosol energy private limited nuevosol for investing in premier green aluminium private limited jv companyjv co for the purpose of business of foundry extrusion of aluminium frames for solar photovoltaic modules. as per the jv agreement pel will hold 80% of equity in the proposed jv co. and the balance 20% will be held by nuevosol. kindly take the same in your records. thanks regards for premier energies limited ravella sreenivasa rao company secretary compliance officer ravella sreenivasa rao digitally signed by ravella sreenivasa rao date 2025.05.17 225124 0530 encl as above details with respect to joint venture agreement as required under regulation 306 read with schedule iii part a para a 5 of the sebi listing regulations and the sebi circular sebihocfdcfdpod1pcir2023123 dated july 13 2023. sr. no particulars details 1 name of the entityies with whom agreement jv is sign,0.9796,-0.008571428571428561,0.0330362468957901,0.3991794454973085,Positive
Premier Energies,Announcement under Regulation 30 (LODR)-Joint Venture,22m ago,https://www.screener.in/company/PREMIERENE/consolidated/,2025-05-18T10:21:46.741474,2025-05-18 09:59:46.741474,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=55b2e606-1b16-493f-aedc-8e75aac28e63.pdf,ref pel 18202526 date may 17 2025 to to the secretary the manager bse limited listing department phiroze jeejeebhoy towers national stock exchange of india limited dalal street exchange plaza c1 g block bandrakurla mumbai 400001 complex bandra east mumbai 400 051 scrip code 544238 trading symbol premierene dear sirmadam sub intimation under regulation 30 of sebi listing obligations and disclosure requirements regulations 2015. ref joint venture agreement. in compliance with regulation 306 read with schedule iii of the sebi listing obligations and disclosure requirements regulations 2015 sebi listing regulations and in continuation to our letter dated april 03 2025 ref. no pel 01202526 we hereby inform you that as part of growth strategy of premier energies limited pelthe company and in order to expand its business the company has approved and entered into a joint venture agreement jv agreement with nuevosol energy private limited nuevosol for investing in premier green aluminium private limited jv companyjv co for the purpose of business of foundry extrusion of aluminium frames for solar photovoltaic modules. as per the jv agreement pel will hold 80% of equity in the proposed jv co. and the balance 20% will be held by nuevosol. kindly take the same in your records. thanks regards for premier energies limited ravella sreenivasa rao company secretary compliance officer ravella sreenivasa rao digitally signed by ravella sreenivasa rao date 2025.05.17 225124 0530 encl as above details with respect to joint venture agreement as required under regulation 306 read with schedule iii part a para a 5 of the sebi listing regulations and the sebi circular sebihocfdcfdpod1pcir2023123 dated july 13 2023. sr. no particulars details 1 name of the entityies with whom agreement jv is sign,0.9796,-0.008571428571428561,0.0330362468957901,0.3991794454973085,Positive
Krishanveer Forg,Announcement under Regulation 30 (LODR)-Newspaper Publication,19m ago,https://www.screener.in/company/513369/,2025-05-18T10:54:00.842131,2025-05-18 10:35:00.842131,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=739a0e71-5d31-4a95-bfd5-194a80ec3965.pdf,krishanveer forge limited cin l28910pn1990plc056985 regd. off. off. no. 511 to 513 global square s. no. 247 yerawada pune411 006 phone no 8956616160 email website factory gat no. 357 kharabwadi chakan talegaon road chakan 410 501 tal. khed dist. pune phone 9102135 671400 671424 kvflsec20252621 may 18 2025 bse limited corporate relationship department floor new trading wing rotunda building phiroze jeejeebhoy towers dalal street mumbai 400 001 scrip code 513369 dear sir madam sub copy of advertisement published in newspaper audited financial results of the company for the quarter and year ended march 31 2025 pursuant to the provisions of regulation 47 of sebi listing obligations and disclosure requirements regulations 2015 enclosed herewith are the copies of the advertisement published in financial express and loksatta newspapers on may 18 2025 for the extract of statement of audited financial results of the company for the quarter and year ended march 31 2025 which was reviewed by the audit committee and approved by the board of directors at their respective meetings held on may 17 2025. kindly take the same on your record. thanking you yours faithfully for krishanveer forge limited mahendra ravso samdole company secretary compliance officer m. no. a 58630 encl. as above mahendra ravso samdole digitally signed by mahendra ravso samdole date 2025.05.18 102138 0530 % % % % % % %,0.128,0.03729128014842301,0.03457444906234741,0.07275971876323113,Neutral
ATN Intl.,Board Meeting Intimation for Notice Of Board Meeting,10m ago,https://www.screener.in/company/ATNINTER/,2025-05-18T11:26:24.805459,2025-05-18 11:16:24.805459,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=22a847a9-ed47-4281-9798-48be15723161.pdf,atn lnternational limited 2o2t to the secretary the calcutta stock exchange ltd. 7 lyons range kolkata 700 001 scrip code 11047 to the asst. general manaber listing the national stock exchange of lndia ltd. plot no. c1 blockg bandra kurla complexbandra e mumbai 400 051 scrip code atninter to the asst. general manager department of corporate services bse ttd. 25n floor phiroz jeeieeboy towers dalal street mumbai 400 001 scrip code 5u427 dea r sirmaam sub notice of board meeting ref regulation 29 of sebl tisting obligations and disclosure requirements resulations 2015 we hereby inform that pursuant to resulation 29 of sebl listins obli8ations and disclosure requirements reeulations 2015 the meeting of board of directors of the company will be held on tuesday the day of may 2025 at l200 .pm. at its registered office 10 princep street floor kolkata 700 072 interalia to consider approve and take on record the audited financial results of the company for the quarter and year ended 31t march 2025 pursuant to regulation 33 of the sebl listing oblisations and disclosure requirements resulations 2015. further in accordance with the code of conduct for prohibition of lnsider trading the trading window for dealing in equity shares of the company had been closed for all directors and designated emptoyees with effect from lst april 2025 and will remain closed till 48 hours after the conclusion of board meeting ihis ls for your perusal necessary action and record than king you yours faithfully for atn lnternational limited atn lnterilliitt0lal ltd _ lt 4 j j santosh kurfi5fl hilrltlirrrrl sirnicn managing director din00u4235 regd. office 10 princep street eloor kolkata 700072 email old website . phnneqii1 rrro fqvql1117 qn51,0.0,-0.003571428571428568,-0.059294283390045166,0.018859713588442118,Neutral
Scan Steels,Announcement under Regulation 30 (LODR)-Newspaper Publication,2m ago,https://www.screener.in/company/511672/consolidated/,2025-05-18T11:42:25.572891,2025-05-18 11:40:25.572891,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4ca1cd67-e0fd-40fd-91b2-f96b82bce82c.pdf,91 80931 15221 g scan steels ltd. com 4 cin l27209mh1994plc076015 gstin 21aabcm6734h1zq hob date may 18 2025 to the general managerlisting department of corporate services bse limited floor 25 p.j. towers dalal street mumbai400 001. bse code 511672 sub newspaper publication of i i its for rand y n march 31 2025. ref. lation 47 of the sebi listing obligation regulations 2015 listing regulations dear sirmadam please find enclosed copies of newspaper advertisement pertaining to the audited financial results of the company for the quarter and year ended march 31 2025 published in the following newspapers 1. financial express in english on sunday may 18 2025 2. pratahkal in marathi on sunday may 18 2025. this will also be hosted on the companys website at kindly take the same on record. thanking you yours faithfully ee for scan steels limited for scan steels limited company secretary prabir kumar das company secretary compliance officer membership no f6333 corporate office trishna nirmalya registered office office no. 104 105 esquare o plot no. 51617233991 floor subhash road vile parle east mumbai400057 phone 9102226185461 9102226185462 patia bhubaneswar751024 d sunday may 18 2025 14 fe sunday state bank of india sarb thane 11697 branch ist floor keron plot no.a112 circa road wo. 22 wage industnial estate thane w 400804 email id sbi 11897 sbico.in possession notice notice is hereby given under ihe securitization and reconstruction of financial assets and enforcement of security interest act 2002 54 of 2002 andin exercise of powers conferred under section 13 12 read with mule 3 ofthe security interest enforcement rules 2002 a gemarnd nelice wast galed on ihe dales menboned against each account and stated herdina,0.802,0.033516483516483515,0.006884682923555374,0.3329203499320117,Positive
Blue Chip India,Board Meeting Intimation for Notice Of Board Meeting,15m ago,https://www.screener.in/company/BLUECHIP/,2025-05-18T11:42:29.948762,2025-05-18 11:27:29.948762,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aa68a916-d3a5-4d6e-b0b6-1044d0dc70a3.pdf,blue chip india iijiitti ltegrl. ofice l princep stxeci. iloor. ollillta 700072 i blucch igri ndialinr itetlir gmail.rom. rtr. hlucchiltir d.co lrt lhonc ll0l 2liti0. iar 9132117 l 1.65991 l199l l1.1060597 2o25 to to to the secretary the asst. general manager listing the asst. general manager the calcutta stock exchange the national stock exchange of lndia department of corporate services ltd ltd. bse ltd. 7 lyons range plot no. c1 blockg floor phirozjeejeeboy kolkata 700 001 bandra kurla complex towers scrip code 12057 bandra e dalal street mumbai 400 051 mumbai 400 001 scrip code bluechip scrip code 531936 dear sirmaam sub notice of board meeting .ref regulation 29 of sebi listing obligations and disclosure requirements regulations 2015. we hereby inform that pursuant to regulation 29 of sebi listing obligations and disclosure requirements regulations 2015 the meeting of board of directors of the company will be held on wednesday the day of may 2025 at 1200 p.m. at its registered office 10 princep street floor kolkata 700 072 inter alia to consider approve and take on record the audited financial results of the company for the quarter and year ended 31t march 2025 pursuant to regulation 33 of the sebi listing obligations and disclosure requ ireme nts regulatlons2015. further in accordance with the code of conduct for prohibition of lnsider trading the trading window for dealing in equity shares of the company had been closed for all directors and designated employees with effect from april 2025 and will remain closed till 48 hours after the conclusion of board meeting. this is for your perusal necessary action and record. thanking you yours faithfu lly for blue chio lndia ltd. e lli i c l r . 1 . . to t arifijt1i. .r.i. managing director din 00174557,0.3818,-0.024999999999999994,0.019944965839385986,0.15120348975181577,Positive
