Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Tech_Indicator
Tirupati Starch & Chemicals Ltd,Standalone & Consolidated Audited Financial Results For The Quarter And Year Ended On 31.03.2025,Submission of Standalone & Consolidated Audited Financial Results of the Company for the Quarter and Year ended on 31.03.2025,23-05-2025 16:46:27,https://www.bseindia.com/xml-data/corpfiling/AttachLive/366dfc40-cb7a-48f1-801e-1c1092d46720.pdf,0.743,-0.0198051948051948,-0.012166915461421,0.2876083669200153,Positive,,
Credo Brands Marketing Ltd,"Audited Financial Results For The Quarter And Year Ended March 31, 2025","Audited Financial Results for the quarter and year ended March 31, 2025",23-05-2025 16:45:01,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3d2577db-2b3e-4d75-9d75-b8a6bd39d180.pdf,0.9595,-0.0564102564102564,0.0845484733581543,0.5922414650843695,Positive,Inverse Head and Shoulders,"Supertrend, ADX Signal"
NCC Bluewater Products Ltd,Results,Financial Results for the F.Y ended 31.3.2025,23-05-2025 16:42:51,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5e78edf4-9871-4758-bfdb-23cc87fc3175.pdf,0.7184,0.0351648351648351,0.0116171948611736,0.3013946090078026,Positive,,
Gokak Textiles Ltd,"Financial Results For The Quarter And Financial Year Ended March 31, 2025","Financial results for the quarter and financial year ended March 31, 2025",23-05-2025 16:41:28,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a3b9384e-d867-437a-994e-acc8b1071d36.pdf,0.8625,0.0697802197802197,0.0570012331008911,0.3830344358643333,Positive,,
CSL Finance Ltd,"Audited Financial Results For The Quarter And Year Ended March 31, 2025","Audited Financial Results for the quarter and year ended March 31, 2025.",23-05-2025 16:34:34,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2fcbf40b-3d8e-4fed-b85f-9b8e0bcbb2a9.pdf,0.9231,-0.0516233766233766,0.0278089847415685,0.5620956824354576,Positive,Inverse Head and Shoulders,
Kovalam Investment & Trading Company Ltd,Results Of The Company Is Attached Herewith,Results,23-05-2025 16:33:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ab5bd4b4-1281-4eea-b87e-c5ce5568bd21.pdf,0.9287,0.04,0.0698872581124305,0.4044461774337292,Positive,,
Kanoria Energy & Infrastructure Ltd,Audited Financial Results For The Quarter And Year Ended 31.03.2025,Audited financial results for the quarter and year ended 31.03.2025,23-05-2025 16:32:19,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6ab28e39-baba-41db-a94a-0bc2847859bb.pdf,0.9792,0.0387648809523809,0.488927274942398,0.7499876467684337,Very Positive,,
Prospect Consumer Products Ltd,Financial Result For The Half Year And Year Ended 31.03.2025,Financial Result for the half year and year ended 31.03.2025,23-05-2025 16:31:26,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c2fa46a4-23b6-41b0-8de5-763a2aa60ec9.pdf,0.946,-0.0439560439560439,0.100774273276329,0.3954454687960855,Positive,,
Jyotirgamya Enterprises Ltd,Financial Results For Year Ended 31.03.2025,Financial results for year ended 31.03.2025,23-05-2025 16:26:58,https://www.bseindia.com/xml-data/corpfiling/AttachLive/93970f95-cf01-4a0c-b4d7-791cec2ade04.pdf,0.296,0.0593506493506493,0.0825384706258773,0.160966735992958,Positive,,
Savera Industries Ltd,Results- Financial Results For The Period Ended 31-03-2025,"Outcome of the Board meeting along with financial results for the year ended March 31, 2025",23-05-2025 22:15:18,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e7bd0a4e-182d-41fd-a529-5f6f892e8a3e.pdf,0.9136,-0.0238888888888888,-0.0091060921549797,0.5555415056868394,Positive,,
Exicom Tele-Systems Ltd,"Audited Financial Results For The Fourth Quarter And Financial Year Ended March 31, 2025","Submission of audited financial results for the fourth quarter and financial year ended March 31, 2025, both on standalone and consolidated basis.",23-05-2025 22:14:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0d0669ec-88ef-44b9-b7ab-26a55e5b5fb6.pdf,0.872,-0.0185185185185185,0.0415486544370651,0.355709040775564,Positive,Inverse Head and Shoulders,Supertrend
Sharma East India Hospitals & Medical Research Ltd,"Approval Of Standalone Audited Financial Results Quarter And Year Ended On 31St March, 2025 Pursuant To Regulation 33 Of Listing Obligation And Disclosure Requirement, 2015",as per atttachment,23-05-2025 21:58:15,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d7395156-2c00-4e49-8dc8-415b4a1ecb56.pdf,0.8225,0.0480820105820105,0.0285315662622451,0.3519840730532768,Positive,,
Mefcom Capital Markets Ltd,Audited Standalone And Consolidated Financial Results,"Board of Directors in its Meeting approved the Audited Standalone and Consolidated Financial Results of the Company for the Quarter and Year ended 31st March, 2025",23-05-2025 21:37:55,https://www.bseindia.com/xml-data/corpfiling/AttachLive/da0a8489-46b9-40c9-a4d4-a27da5f5b03b.pdf,0.91,0.0255494505494505,0.02207488194108,0.3782872997471592,Positive,,
AK Capital Services Ltd,"Audited Standalone And Consolidated Financial Results Of The Company For The Quarter And Financial Year Ended March 31, 2025.","Audited Standalone and Consolidated Financial Results of the Company for the Quarter and Financial Year ended March 31, 2025.",23-05-2025 21:29:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/41e38f98-1549-441b-ad5f-bf8f8b8cef1c.pdf,0.8834,-0.0401515151515151,0.0043827556073665,0.5426293721367554,Positive,,
Fynx Capital Ltd,Financial Results Ended 31.03.2025 Of FYNX Capital Limited,Financials Results ended 31.03.2025 of FYNX Capital Limited,23-05-2025 21:20:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/eeca63c4-25f3-4581-ac08-564480dc2fda.pdf,0.8225,-0.0129629629629629,0.0056205727159976,0.3267972829259104,Positive,,
Prospect Consumer Products Ltd,Financial Result For The Half Year And Year Ended 31.03.2025,Financial Result for the half year and year ended 31.03.2025,23-05-2025 21:20:48,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d3af0214-8e6e-437c-8ab5-65c9675d3b3c.pdf,0.8316,0.000297619047619,-0.086442083120346,0.3067966607781819,Positive,,
Anuh Pharma Ltd,"Financial Results For March 31, 2025 (Quarter And Year Ended 31/03/2025)","Revised Audited Financial Results for quarter and year ended 31st March, 2025",23-05-2025 21:10:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7e4ca45b-0d9a-49b2-bcb3-01269799dcc1.pdf,0.7269,-0.0506756756756756,-0.1605407148599624,0.2273950828393086,Positive,Inverse Head and Shoulders,ADX Signal
Jonjua Overseas Ltd,Results For Half Year And Year Ended 31 03 2025.,Results are attached. No credit rating has been taken. Company is a bank debt free company.,23-05-2025 21:10:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/bf71467e-9c23-4d9a-9400-896f3dc91bc3.pdf,0.0,0.0,0.0,0.0,Neutral,,
Harrisons Malayalam Ltd,Financial Results For The Quarter And Year Ended 31.03.2025,Attaching herewith the Financials (Standalone and Consolidated) along with the Audit Report and declaration of unmodified opinion.,23-05-2025 21:02:36,https://www.bseindia.com/xml-data/corpfiling/AttachLive/66dd3d52-2190-4cec-bc44-6e8af8dabae5.pdf,0.886,0.0324675324675324,0.0271548219025135,0.3722867063110138,Positive,Inverse Head and Shoulders,
Share India Securities Ltd,"Submission Of Audited Standalone And Consolidated Financial Results For The Quarter And Financial Year Ended On March 31, 2025.","Please find attached herewith the following: 1. Audited Standalone and Consolidated Financial Results for the quarter and financial year ended March 31, 2025. 2. Statutory Auditor''s Report .... Read More..",23-05-2025 21:00:47,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9bff142c-1eca-48d6-87e7-d446170ff540.pdf,0.9186,0.0145089285714285,0.503305971622467,0.5227844700581686,Positive,Inverse Head and Shoulders,
Birla Precision Technologies Ltd,"Result- Audited Financial Result For The Quarter Ended March 31,2025","Result- Audited Financial Result for the Quarter Ended March 31,2025",23-05-2025 20:59:28,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f033d012-58a1-4b1b-a827-04222bdb8678.pdf,0.9485,-0.0034632034632034,-0.0013572983443737,0.5779538494577269,Positive,,
Transrail Lighting Ltd,"Audited Financial Results For The Quarter And Financial Year Ended 31St March, 2025","Audited Financial Results for the quarter and financial year ended 31st March, 2025",23-05-2025 20:55:24,https://www.bseindia.com/xml-data/corpfiling/AttachLive/aafa44a6-6a71-4fcf-8c41-79f72c797d9b.pdf,0.8658,-0.0345938375350139,-0.0050167441368103,0.5344368254984528,Positive,Inverse Head and Shoulders,"Supertrend, ADX Signal"
Apollo Finvest India Ltd,"Audited Financial Results For The Quarter And Year Ended March 31, 2025","Audited Financial Results for the Quarter and Year ended March 31, 2025",23-05-2025 20:54:32,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d789d37e-eb3e-449b-abfa-91295b37ddf6.pdf,0.7269,-0.0298534798534798,0.0027566887438297,0.282630962667105,Positive,,
S&S Power Switchgear Ltd,"Audited Financial Results For The Period Ended 31St March, 2025","Audited financial results for the period ended 31st March, 2025",23-05-2025 20:52:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f1240bca-aa30-420f-a973-e4a1c06fcc65.pdf,0.9001,0.0181818181818181,0.0089824609458446,0.3681892837382988,Positive,,
ABM Knowledgeware Ltd,"Audited Standalone And Consolidated Financial Results For The Quarter And Year Ended March 31, 2025 And Recommendation Of A Final Dividend",Declaration of Audited Financial Results (Standalone & Consolidated) for the Financial year ended 31.03.2025 and recommendation of final dividend.,23-05-2025 20:48:48,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b06b3055-ed93-4f90-8838-6401925a345a.pdf,0.9571,0.0086580086580086,0.0239190682768821,0.5926131230804672,Positive,,
Asit C Mehta Financial Services Ltd,"Financial Result For The Quarter & Financial Year Ended March 31, 2024.","Submission of Audited financial result for quarter & financial year ended March 31, 2025.",23-05-2025 20:44:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/adaf3106-642e-4f4c-8f30-62bd301d0ab1.pdf,-0.1027,0.0264069264069264,0.0024144724011421,0.0324335803575794,Neutral,,
Anuh Pharma Ltd,Financials Results For The Year Ended 31/03/2025,Financials results,23-05-2025 20:38:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/27b8ae44-5952-4478-a901-24e49efd8700.pdf,0.9888,-0.0099816849816849,0.0019318684935569,0.5931050550535617,Positive,Inverse Head and Shoulders,ADX Signal
Revathi Equipment India Ltd,Statement Of Audited Financial Results (Standalone And Consolidated) For The Quarter And Financial Year Ended 31St March 2025,Statement of Audited Financial Results for the quarter and financial year ended 31st March 2025.,23-05-2025 20:30:43,https://www.bseindia.com/xml-data/corpfiling/AttachLive/40733138-4066-42a6-be23-7e7e7cd31dcb.pdf,0.2751,0.0178571428571428,-0.020697608590126,0.309187860280105,Positive,Inverse Head and Shoulders,
Timken India Ltd,Outcome Of Board Meeting,"Pursuant to Regulations 30 and 33 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we write to inform you that: Please see .... Read More..",23-05-2025 20:21:55,https://www.bseindia.com/xml-data/corpfiling/AttachLive/27760dd0-df6f-4d3c-8ad8-a8ebceda7333.pdf,0.9186,-0.0194805194805194,-0.0581250265240669,0.5441583361986241,Positive,Inverse Head and Shoulders,"Supertrend, ADX Signal"
Svarnim Trade Udyog Ltd,Financial Results,Financial Results,23-05-2025 20:21:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0aaad652-5c02-4333-a5f0-f945568a6e20.pdf,0.6249,0.0660714285714285,0.0060110539197921,0.2715847447473662,Positive,,
Mihika Industries Ltd,Audited Financial Result For The Year Ended 31.03.2025,Audited Financial Result for the year ended 31.03.2025,23-05-2025 20:18:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a0c5f8c1-99e0-462e-8086-daafa1ad5725.pdf,0.802,0.0123015873015873,0.051279567182064,0.3398743463450954,Positive,,
