Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
BPL,Copy of Newspaper Publication,Bpl Limited has informed the Exchange about Copy of Newspaper Publication,04-06-2025 12:57,https://nsearchives.nseindia.com/corporate/BPL_04062025125657_Newspaper_upload.pdf,0.1531,-0.115646259,-0.118053868,0.314342345,Negative
VSSL,Copy of Newspaper Publication,Vardhman Special Steels Limited has informed the Exchange about Copy of Newspaper Publication,04-06-2025 12:53,https://nsearchives.nseindia.com/corporate/VSSL_04062025125117_VSSL_NEWSPAPER.pdf,0.8625,-0.003643579,0.022754714,0.079411318,Neutral
BECTORFOOD,Analysts/Institutional Investor Meet/Con. Call Updates,Mrs. Bectors Food Specialities Limited has informed the Exchange about Schedule of meet,04-06-2025 12:52,https://nsearchives.nseindia.com/corporate/BECTORFOOD_04062025125244_Investor_Meet.pdf,0.7184,-0.001190476,-0.005071107,0.121903869,Neutral
HOMEFIRST,General Updates,Home First Finance Company India Limited has informed the Exchange about letter sent to Members providing web link of the Integrated Annual Report for FY25 and the Notice convening the 16th AGM,04-06-2025 12:50,https://nsearchives.nseindia.com/corporate/HOMEFIRST_04062025124954_Letter_sent_to_Members.pdf,0.6249,0.03627451,-0.054405399,0.150117854,Neutral
ASKAUTOLTD,Analysts/Institutional Investor Meet/Con. Call Updates,"Pursuant to the relevant provisions of Securities and Exchange Board of India (Listing Obligation and Disclosure Requirements) Regulations, 2015, we would like to inform you that the officials of the company will be meeting Investors/Analysts (Participants) as per details provided in the file enclosed herewith:",04-06-2025 12:43,https://nsearchives.nseindia.com/corporate/8448091598_04062025124143_STXintimation.pdf,0.3182,0.130194805,0.039509594,0.184524163,Neutral
WELSPUNLIV,Analysts/Institutional Investor Meet/Con. Call Updates,Welspun Living Limited has informed the Exchange about Transcript,04-06-2025 12:43,https://nsearchives.nseindia.com/corporate/WELSPUNIND_04062025124243_Reg30_Transcript_04062025_signed.pdf,0.5719,0.011309524,0.253938377,0.091217847,Neutral
RHIM,Analysts/Institutional Investor Meet/Con. Call Updates,RHI MAGNESITA INDIA LTD has informed the Exchange about Transcript,04-06-2025 12:40,https://nsearchives.nseindia.com/corporate/RHIM_04062025124032_Intimationregardingtranscriptofearningcall.pdf,0.9967,0.143278388,0.703844547,0.153822517,Neutral
AVANTIFEED,Copy of Newspaper Publication,Avanti Feeds Limited has informed the Exchange about Copy of Newspaper Publication - Transfer of Equity Shares to Investor Education and Protection Fund (IEPF) during the year 2025-26.,04-06-2025 12:42,https://nsearchives.nseindia.com/corporate/AVANTIFEEDS_04062025124151_AFL_Newspaper_-_IEPF_2025-26.pdf,0.8885,0.035714286,0.089940757,0.048246203,Neutral
ONESOURCE,Credit Rating,Onesource Specialty Pharma Limited has informed the Exchange about Credit Rating,04-06-2025 12:40,https://nsearchives.nseindia.com/corporate/ONESOURCECDMO_04062025123951_OS_Credit_Rating_Intimation.pdf,0.9948,0.09511971,0.008917514,0.030037685,Neutral
TATAINVEST,Shareholders meeting,"Tata Investment Corporation Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 01, 2025",04-06-2025 12:37,https://nsearchives.nseindia.com/corporate/TATAINVEST_04062025123507_TICL_AGMNotice_202425.pdf,0.9349,0.004097453,0.022511378,0.1401755,Neutral
MUNJALSHOW,Updates,Munjal Showa Limited has informed the Exchange regarding 'Appointment of Mr. Tetsuya katsumata that he is not disqualified/debarred from appointed to hold the post of director'.,04-06-2025 12:34,https://nsearchives.nseindia.com/corporate/MUNJALSHOW_04062025121917_GENERALUPDATES.pdf,0.9175,0.097278912,0.079339877,0.031306443,Neutral
IDFCFIRSTB,General Updates,IDFC First Bank Limited has informed about Updates on Fund Raise - Approval received by Currant Sea Investments B.V. from the Competition Commission of India in relation to its proposed investment in IDFC FIRST Bank Limited.,04-06-2025 12:17,https://nsearchives.nseindia.com/corporate/IDFCFIRSTB_04062025120632_IDFCFIRSTB_Update_CCIApproval.pdf,0.9559,-0.028388278,0.138181165,0.167876932,Neutral
KAYNES,Analysts/Institutional Investor Meet/Con. Call Updates,Kaynes Technology India Limited has informed the Exchange about Schedule of meet,04-06-2025 12:19,https://nsearchives.nseindia.com/corporate/KAYNESTECH_04062025121840_ScheduleinvestormeetingsfoJuneSigned.pdf,0.6486,0.001955782,-0.043896552,0.148427939,Neutral
MFSL,Analysts/Institutional Investor Meet/Con. Call Updates,Max Financial Services Limited has informed the Exchange about Schedule of meet,04-06-2025 12:14,https://nsearchives.nseindia.com/corporate/Max_04062025121303_SEDISMFSLUK.pdf,0.9552,0.097539683,-0.02262257,0.047342771,Neutral
SULA,Copy of Newspaper Publication,Sula Vineyards Limited has informed the Exchange about Copy of Newspaper Publication,04-06-2025 12:13,https://nsearchives.nseindia.com/corporate/SULA_04062025121302_SE_intimation_newspaper.pdf,0.9622,0.102229437,0.195806295,0.209948498,Positive
MFSL,Analysts/Institutional Investor Meet/Con. Call Updates,Max Financial Services Limited has informed the Exchange about Schedule of meet,04-06-2025 12:11,https://nsearchives.nseindia.com/corporate/Max_04062025121048_SEDISMFSLUS.pdf,0.8519,0.080873016,0.016825952,0.066636399,Neutral
SONATSOFTW,Updates,Sonata Software Limited has informed the Exchange regarding 'Analyst Call / Investor Meet'.,04-06-2025 12:12,https://nsearchives.nseindia.com/corporate/SONATSOFTW_04062025121215_AnalystCall.pdf,0.8957,0.067261905,-0.001213588,0.062924067,Neutral
GUJALKALI,Shareholders meeting,"Gujarat Alkalies and Chemicals Limited has informed the Exchange regarding Notice of Postal Ballot : Intimation in terms of Regulation 30 of SEBI (LODR) Regulations, 2015, we submit herewith Postal Ballot Notice dated 31st May,2025. For more details kindly refer attached file.",04-06-2025 12:11,https://nsearchives.nseindia.com/corporate/KAMLESH_MUNDRA_04062025121056_PB_SE_S.pdf,-0.8481,0.013593074,-0.143351033,0.545140853,Negative
BCLIND,Analysts/Institutional Investor Meet/Con. Call Updates,Bcl Industries Limited has informed the Exchange about Transcript,04-06-2025 12:09,https://nsearchives.nseindia.com/corporate/BCLIND_04062025120901_Q4_Concall_Transcript.pdf,0.9958,0.151465426,0.369613916,0.071657311,Neutral
GICHSGFIN,Copy of Newspaper Publication,GIC Housing Finance Limited has informed the Exchange about Copy of Newspaper Publication,04-06-2025 12:07,https://nsearchives.nseindia.com/corporate/GICHSGFIN_04062025120722_NSE_IEPF.pdf,0.1779,-0.127083333,0.044333488,0.069853663,Neutral
GRANULES,Analysts/Institutional Investor Meet/Con. Call Updates,Granules India Limited has informed the Exchange about Transcript,04-06-2025 12:06,https://nsearchives.nseindia.com/corporate/GRANULES_04062025120622_NSEBSETRANSCRIPT.pdf,0.9891,0.117773488,0.482868046,0.09155438,Neutral
ASHOKLEY,Shareholders meeting,Ashok Leyland Limited has informed the Exchange regarding Notice of Postal Ballot,04-06-2025 12:05,https://nsearchives.nseindia.com/corporate/ASHOKLEY_04062025120421_18Postalballot_notice.pdf,0.9923,0.008222591,0.063817769,0.034323912,Neutral
SHALPAINTS,Credit Rating,Shalimar Paints Limited has informed the Exchange about Credit Rating,04-06-2025 12:01,https://nsearchives.nseindia.com/corporate/SHALPAINTS_04062025120057_BSENSEReg30CreditRating.pdf,0.9929,-0.004975452,-0.220416233,0.483576775,Positive
AMBIKCO,Updates,"Ambika Cotton Mills Limited has informed the Exchange regarding '' Filing of - Receipt of disclosure under Regulation 7(2)   Continual Disclosure of SEBI (PIT) Regulations, 2015 - Reg.",04-06-2025 11:52,https://nsearchives.nseindia.com/corporate/AMBIKCO_04062025115133_OCRATTACHMENT.pdf,0.9851,-0.056607143,-0.117757946,0.105518502,Neutral
LLOYDSME,Analysts/Institutional Investor Meet/Con. Call Updates,"Intimation of schedule of meetings with Institutional Investor at Conference under Regulation 30 of SEBI (Listing Obligation & Disclosure Requirements) Regulations, 2015",04-06-2025 11:49,https://nsearchives.nseindia.com/corporate/LLOYDSME_04062025114945_20250604_Intimation_for_Conference_Call_Invite.pdf,0.7964,0.088214286,0.17630358,0.039167855,Neutral
AHLUCONT,General Updates,Ahluwalia Contracts (India) Limited has informed the Exchange about General Updates,04-06-2025 11:57,https://nsearchives.nseindia.com/corporate/532811_04062025115733_ResultsQ431032025.pdf,0.9451,0.001666667,-0.165902704,0.104866145,Neutral
KAKATCEM,Loss of Share Certificates,Kakatiya Cement Sugar & Industries Limited has informed the Exchange about Loss of Share Certificates,04-06-2025 11:49,https://nsearchives.nseindia.com/corporate/KAKATCEM_04062025114924_DUPLET04062025.pdf,-0.2023,-0.054285714,-0.008349158,0.363505538,Negative
ASHIANA,Copy of Newspaper Publication,Ashiana Housing Limited has informed the Exchange about Copy of Newspaper Publication,04-06-2025 11:47,https://nsearchives.nseindia.com/corporate/ASHIANA_04062025114707_NewspaperpublicationQ4FY25.pdf,0.743,0.07,0.051428135,0.087390606,Neutral
MCL,Appointment,"Madhav Copper Limited has informed the Exchange regarding Appointment of Mrs. Dinal Ashokbhai Lakhani as Independent Director of the company w.e.f. June 04, 2025.",04-06-2025 11:43,https://nsearchives.nseindia.com/corporate/MCL_04062025114246_ReappointmentofDinalLakhani.pdf,0.5106,0.051349206,0.035876952,0.153097975,Neutral
OCCLLTD,Analysts/Institutional Investor Meet/Con. Call Updates,OCCL Limited has informed the Exchange about Transcript,04-06-2025 11:42,https://nsearchives.nseindia.com/corporate/OCCLLTD_04062025114148_IntimationCallTanscript04062025.pdf,0.9932,0.10074122,0.243451431,0.029326086,Neutral
ORISSAMINE,Updates,The Orissa Minerals Development Company Limited has informed the Exchange regarding 'Review Petition Order'.,04-06-2025 11:35,https://nsearchives.nseindia.com/corporate/ORISSAMINE_04062025113539_omdc.pdf,0.8402,0.173015873,-0.017866701,0.05973434,Neutral
RITCO,Monthly Business Updates,Ritco Logistics Limited has informed the Exchange regarding Monthly Business Updates for the month of May 2025,04-06-2025 11:31,https://nsearchives.nseindia.com/corporate/RITCO_04062025113103_Monthly_update_May_2025.pdf,0.9963,0.17991795,0.424566984,0.303216883,Positive
AFCONS,Appointment,"Afcons Infrastructure Limited has informed the Exchange regarding Appointment of  Mr. Dimitrius D'Mello as Senior Management Personnel of the company w.e.f. Jun 05, 2025.",04-06-2025 11:28,https://nsearchives.nseindia.com/corporate/AFCONS_04062025112817_AIL_Reg30_SMPAppointmentofMrDimitriusDMello.pdf,-0.4588,0.015178571,-0.033510678,0.420034356,Negative
HDFCAMC,Copy of Newspaper Publication,HDFC Asset Management Company Limited has informed the Exchange about Copy of Newspaper Publication,04-06-2025 11:30,https://nsearchives.nseindia.com/corporate/DEEPTI_04062025113008_NSEBSE_19.pdf,0.6908,0.073669468,0.083289638,0.091738887,Neutral
ASIL,Copy of Newspaper Publication,"Amit Spinning Industries Limited has informed the Exchange about Copy of Newspaper Publication of Audited Financial Results for the quarter ended on March 31, 2025",04-06-2025 11:23,https://nsearchives.nseindia.com/corporate/ASIL_04062025112316_GIRNARPUBLICATION01062025FINAL.pdf,0.7269,-0.004761905,-0.028138489,0.126261449,Neutral
CHENNPETRO,Press Release,"Chennai Petroleum Corporation Limited has informed the Exchange regarding a press release dated Jun 04, 2025, titled ""CPCL to set up retail fuel outlets with Rs.400 Crore Investment"".",04-06-2025 11:22,https://nsearchives.nseindia.com/corporate/CHENNPETRO_04062025112234_Reg30.pdf,0.9623,-0.01452381,0.434172124,0.046218294,Neutral
EIDPARRY,Analysts/Institutional Investor Meet/Con. Call Updates,EID Parry India Limited has informed the Exchange about Transcript,04-06-2025 11:20,https://nsearchives.nseindia.com/corporate/EIDPARRY1_04062025111721_SEIntimationTranscriptSd.pdf,0.9604,0.079327321,0.262824327,0.021678269,Neutral
BAJAJ-AUTO,Acquisition,"Bajaj Auto Limited has informed the Exchange about Acquisition - update regarding issue of Notice of Call Exercise in respect of 26,000 shares of Pierer Bajaj AG by Bajaj Auto International Holdings BV, a wholly owned subsidiary of Bajaj Auto Ltd.",04-06-2025 11:19,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_04062025111931_Intimation_04062025.pdf,0.9628,-0.006462585,-0.023634527,0.133501605,Neutral
