Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Tech_Indicator
Jtekt India Ltd,Audited Financial Results For The Quarter And Year Ended 31St March 2025,Audited Financial Results for the quarter and year ended 31st march 2025,23-05-2025 14:06:52,https://www.bseindia.com/xml-data/corpfiling/AttachLive/96498a5b-339e-4011-b950-ce21abd65bb9.pdf,0.9349,0.0146520146520146,0.0652203038334846,0.5979216955456498,Positive,,
Cosmo Ferrites Ltd-$,"Audited Financial Results For The Quarter And Year Ended On March 31, 2025","Audited Financial Results for the quarter and year ended on March 31, 2025",23-05-2025 14:05:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/57aff5d2-de25-4dca-bce9-b33bb2a8a2a1.pdf,0.8807,0.0192640692640692,0.0923382565379142,0.385760697740595,Positive,"Bull Flag, Inverse Head and Shoulders",
Dhabriya Polywood Ltd,"Financial Results For March 31, 2025.","We are enclosing the Audited Financial Results (Standalone & Consolidated) for the quarter & year ended March 31, 2025, together with Auditor''s Report duly reviewed and recommended by .... Read More..",23-05-2025 14:02:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/688b8d8f-fafb-4568-92d0-fcbbfd2de3e1.pdf,0.9744,-0.0087301587301587,0.1977079510688781,0.646453337701616,Positive,,
Lakshmi Engineering And Warehousing Ltd,Audited Financial Results For The Quarter And Year Ended 31.03.2025,In terms of Regulations 33(3) (c) and (d) Please find attached herewith Audited Financial Results along with Auditors Report for the Quarter and Year ended 31.03.2025,23-05-2025 13:58:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4eb60091-7a95-4589-a5b9-1b8b10dcb27c.pdf,0.7845,-0.0530612244897959,0.164861187338829,0.5473399888547099,Positive,"Bull Flag, Inverse Head and Shoulders",
Aravali Securities & Finance Ltd,AUDITED FINANCIAL RESULTS FOR THE QUARTER AND YEAR ENDED 31 MARCH 2025,AUDITED FINANCIAL RESULTS FOR THE QUARTER AND YEAR ENDED 31 MARCH 2025,23-05-2025 13:56:58,https://www.bseindia.com/xml-data/corpfiling/AttachLive/de31ea5d-8e3e-4b3a-b3d3-09f780d49062.pdf,0.9477,0.132563025210084,0.1111945286393165,0.4522072661548202,Positive,,
Global Health Ltd,"Declaration Under Regulation 33 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015","Declaration under Regulation 33 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",23-05-2025 13:51:45,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0358337c-b6e0-4815-8295-e7c5fb0fb5dc.pdf,0.0772,0.0253968253968253,0.1098860055208206,0.0714648492752938,Neutral,"Bull Flag, Inverse Head and Shoulders",
Arfin India Ltd,"Results- Financial Results For The Year Ended 31 March, 2025","AUDITED FINANCIAL RESULTS FOR THE YEAR ENDED 31 MARCH, 2025",23-05-2025 13:47:45,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d3929a2a-01e8-4202-8183-585a45cca29d.pdf,0.3818,-0.0741496598639455,-0.0091605447232723,0.1277269386238346,Positive,,
TTK Healthcare Ltd-$,"Board Meeting Outcome Held On May 23, 2025","Board Meeting Outcome held on May 23, 2025",23-05-2025 13:46:19,https://www.bseindia.com/xml-data/corpfiling/AttachLive/49d6522e-b003-4455-9f86-833ad1b92396.pdf,0.886,-0.0083333333333333,0.004170287400484,0.5531510862201453,Positive,"Bull Flag, Inverse Head and Shoulders","MACD Crossover, RSI Signal"
BEML Ltd,Financial Results For The Quarter And Year Ended 31.03.2025,Financial results for the quarter and year ended 31.03.2025,23-05-2025 13:43:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1feca3a9-b95b-42e1-9899-c51c5e9aed8c.pdf,0.8316,0.044047619047619,0.0018276050686836,0.5464025672348909,Positive,,
Warren Tea Ltd-$,REVISED RESULTS IN REFERRENCE TO MAIL FORM QUERY LODR DATED 22.05.25,PLEASE FIND ATTACHED REVISED FIANCIAL RESULTS IN REFFERENCE TO YOUR E MAIL DATED 22ND MAY 25 REGARDING DISCREPANCIES IN FINANCIAL RESULTS DISCREPANCY 1: CONSOLIDATED RESULTS-AUDITORS .... Read More..,23-05-2025 13:38:01,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b5ec788e-2429-4807-8577-946180e21ad7.pdf,0.9287,0.1169642857142857,-0.1717239916324615,0.3550520882245472,Positive,,
Sigma Solve Ltd,"Financial Result For Quarter And Year Ended March 31, 2025","Sigma solve Limited submit its standalone and consolidated Financial result for Quarter and Year Ended March 31, 2025",23-05-2025 13:29:02,https://www.bseindia.com/xml-data/corpfiling/AttachLive/cbc22833-ba95-41fc-a8c4-dd5e2bcdd592.pdf,0.9231,0.0061224489795918,0.1107135936617851,0.4042908127924131,Positive,"Bull Flag, Inverse Head and Shoulders",MACD Crossover
Maruti Interior Products Ltd,Financial Result For The Year Ended On 31.03.2025,Financial result for the year ended on 31.03.2025,23-05-2025 13:24:12,https://www.bseindia.com/xml-data/corpfiling/AttachLive/fb01c430-df4a-474f-9675-cea695bcf9a7.pdf,0.1779,-0.0366300366300366,0.0074040964245796,0.0623922179383629,Neutral,,
Anjani Portland Cement Ltd-$,Results,Results,23-05-2025 13:20:24,https://www.bseindia.com/xml-data/corpfiling/AttachLive/717fd2ed-c471-444c-bd87-b8349da0c377.pdf,0.7579,-0.0307692307692307,-0.0082807950675487,0.2914449922489662,Positive,"Bull Flag, Inverse Head and Shoulders",
Alfred Herbert India Ltd,Audited Financial Results (Standalone And Consolidated) For The Quarter And Year Ended 31St March 2025 And Recommendation Of Dividend,Audited Financial Results (Standalone and Consolidated) for the Quarter and Year ended 31st March 2025 and recommendation of Dividend subject to approval of the members in the ensuing Annual .... Read More..,23-05-2025 12:55:09,https://www.bseindia.com/xml-data/corpfiling/AttachLive/bf49e5c2-933a-4b96-b2ef-edd23bcf04cf.pdf,0.9337,-0.0313492063492063,0.1931490451097488,0.6220199516281628,Positive,,
Usha Martin Education & Solutions Ltd,Results,"Audited Financial Results for the year ended 31st March, 2025",23-05-2025 12:51:35,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9abd0494-fd62-4dd0-bc5d-a00793d9724a.pdf,0.7717,0.0257142857142857,0.0516451671719551,0.3318878358658723,Positive,"Bull Flag, Inverse Head and Shoulders",
Kernex Microsystems India Ltd,Results For The Quarter And Financial Year Ended 31St March 2025,Results for the quarter and financial year ended 31st March 2025,23-05-2025 12:48:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9d0545ca-7954-4c60-8fee-123d800149ef.pdf,0.743,-0.0142857142857142,0.110209435224533,0.3259771162816456,Positive,,
Gujarat Petrosynthese Ltd,"Audited Financial Results Along With The Audit Report For The Quarter And Financial Year Ended March 31, 2025","Audited Financial Results along with the Audit report for the quarter and financial year ended March 31, 2025",23-05-2025 12:40:48,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b5eec948-e46f-4918-87f4-6b76a8acd285.pdf,0.9042,0.0662337662337662,1.582503318786621e-05,0.3815548773800862,Positive,"Bull Flag, Inverse Head and Shoulders","ADX Signal, CMF Signal"
Vardhman Holdings Ltd,Results- Financial Results For The Period Ended 31.03.2025,Financial Results,23-05-2025 12:28:27,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5aac1d56-7cab-4174-863d-a9a04277ebd3.pdf,0.9524,-0.0426739926739926,0.0967016816139221,0.5971683066819788,Positive,,
Galaxy Bearings Ltd,"Audited Financial Results For The Quarter And Financial Year Ended March 31, 2025.","Audited Financial Results for the Quarter and Fiancial year ended March 31, 2025.",23-05-2025 12:28:07,https://www.bseindia.com/xml-data/corpfiling/AttachLive/120713f3-fe6a-40c5-9bef-2129e292df3c.pdf,0.8658,-0.0407509157509157,-0.0182353891432285,0.3286241085317567,Positive,"Bull Flag, Inverse Head and Shoulders",
Expleo Solutions Ltd,"Financial Results For The Quarter And Financial Year Ended March 31, 2025","Financial Results for the quarter and financial year ended March 31, 2025",23-05-2025 12:26:29,https://www.bseindia.com/xml-data/corpfiling/AttachLive/15a6ce08-aa19-4a29-a2e4-5b2396ec82f2.pdf,0.2732,-0.0032967032967032,0.0836781561374664,0.1333944358522289,Positive,,
Digidrive Distributors Ltd,"Audited Financial Results (Standalone And Consolidated) Of The Company, For The Quarter And Financial Year Ended On March 31, 2025",Results are attached herewith,23-05-2025 12:16:33,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9f67d3d4-dc74-4eb0-b45a-b0e580d86637.pdf,0.7964,-0.0118055555555555,-0.0086772721260786,0.3124151516955097,Positive,"Bull Flag, Inverse Head and Shoulders",
Galaxy Bearings Ltd,"Board Meeting Outcome for Outcome Of Board Meeting Held On May 23, 2025.","Outcome of Board Meeting held on May 23, 2025.",23-05-2025 12:14:11,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9d69d4f0-a482-4f85-b262-afb79e1f44b9.pdf,0.8658,-0.0407509157509157,-0.0182353891432285,0.3286241085317567,Positive,"Bull Flag, Inverse Head and Shoulders",
Clinitech Laboratory Ltd,"Board Meeting Outcome for Outcome Of Board Meeting Held On Friday, May 23, 2025 At 11.30 AM For Approval Of Financial Results As On March 31, 2025.","Outcome of Board meeting held on Friday, May 23, 2025 at 11.30 AM for approval of Financial results as on March 31, 2025.",23-05-2025 12:12:42,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2ef1ffb0-2c82-4d9c-bff4-09888be28603.pdf,0.4767,-0.0197278911564625,0.083998255431652,0.2099611092825568,Positive,,
Devyani International Ltd,Results,Audited Results,23-05-2025 12:04:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/04ce47b9-c6e6-44c2-a4eb-28eb3915f6e1.pdf,0.5423,-0.0004638218923933,-0.0607033483684062,0.1985698489217601,Positive,"Bull Flag, Inverse Head and Shoulders",
Unknown,Results,Audited Results,23-05-2025 12:04:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/04ce47b9-c6e6-44c2-a4eb-28eb3915f6e1.pdf,0.5423,-0.0004638218923933,-0.0607033483684062,0.1985698489217601,Positive,,
Gangotri Textiles Ltd,Audited Financial Results For The Year Ended 31.03.2025,We inform you that the Board of Directors in the meeting held 23.05.2025 have approved the audited Financial statements.,23-05-2025 11:57:39,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c4c348a0-faa8-4a73-8dc2-4d9316de5682.pdf,0.9559,0.0329004329004329,0.0534366369247436,0.408261120947553,Positive,,
Danlaw Technologies India Ltd-$,Board Meeting Outcome for Outcome Of Board Meeting Held On 23Rd May 2025,"With reference to the above stated subject, we bring to your kind notice that the Board of Directors of the Company at their meeting held on Friday, 23rd May, 2025, inter-alia, approved .... Read More..",23-05-2025 11:38:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a9da0125-0fb5-43cd-88c6-f8077c4b90f1.pdf,-0.2732,0.1222222222222222,0.0277851112186908,0.064277799967726,Neutral,,
Switching Technologies Gunther Ltd,"Declaration Not Submitted In PDF Mode For The Year Ended 31St March, 2025","Submission of Financial Results in PDF mode for the year ended 31st March, 2025",23-05-2025 11:31:16,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7a7d5098-8a96-443b-8006-690ed2c4de6b.pdf,0.8402,0.0584183673469387,0.1171793788671493,0.3887593238642264,Positive,,
Wim Plast Ltd-$,"Financial Results For The Quarter And Year Ended March 31, 2025.","Enclosed h/w audited financial results (standalone & consolidated) for quarter and year ended 31st March, 2025.",23-05-2025 11:03:43,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e2174f08-e0f2-4d71-9b81-a4120fb80968.pdf,0.926,0.1197916666666666,-0.1621756702661514,0.3576847989201546,Positive,,
India Radiators Ltd,Audited Financial Results For The Quarter And Year Ended 31St March 2025,Approval of Audited financial results for the quarter and year ended 31st March 2025,23-05-2025 10:50:43,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6b3c018f-d1d3-48c8-b152-4103ce036015.pdf,0.802,0.0443452380952381,0.0023742690682411,0.3348158521490438,Positive,"Cup and Handle, Double Bottom, Bull Flag",
Nibe Ordnance and Maritime Ltd,"Audited Financial Results (Standalone And Consolidated) For The Quarter And Year Ended March 31, 2025","Audited Financial Results (Standalone and consolidated) for the Quarter And Year Ended March 31, 2025",23-05-2025 00:02:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c6807bee-5c73-4e76-9d7a-9a6377c10e36.pdf,0.7184,0.0333333333333333,-0.0248989611864089,0.2898903116440773,Positive,,
United Spirits Ltd,Audited Financial Results For The Year Ended 31.03.2025,The Board approves the Audited Financial Results (Standalone & Consolidated) for the financial year ended 31.03.2025.,22-05-2025 13:34,https://www.bseindia.com/xml-data/corpfiling/AttachLive/aef0b328-a8ca-4d4b-8cd8-14d94d9f1a78.pdf,0.9565,-0.0003663,0.038568757,0.594060737,Positive,"Falling Wedge, Bull Flag",
Suzlon Energy Ltd,"Outcome Of Board Meeting Of The Company Held On May 22, 2025","Outcome of Board Meeting of the Company held on May 22, 2025",22-05-2025 13:33,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b30c80ec-3405-467c-903a-716f508a8306.pdf,0.9022,0.015934066,0.054349661,0.581965118,Positive,Inverse Head and Shoulders,
Apollo Pipes Ltd,Audited Financial Results Of The Company For Half Year & Year Ended March 2025,"Pursuant to Reg. 33 of SEBI LODR, the Board approves Audited Financial Results (Standalone) for the half year & year ended March 2025",22-05-2025 13:33,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5996af1c-6232-4493-9971-ea4d1494e9a2.pdf,0.9517,0.023888889,0.057466842,0.605086719,Positive,Inverse Head and Shoulders,"Supertrend, ADX Signal, CMF Signal"
